"movie_id","title","year","genres","description"
"178129","Adventures in Plymptoons!","2011","Documentary","A documentary film about Oscar-nominated animator Bill Plympton. This is a portrait piece that includes interviews with family, friends, colleagues, critics, and fans."
"178323","Gaga: Five Foot Two","2017","Documentary|Music","Go behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show."
"178613","Dave Chappelle: Killin' Them Softly","2000","Comedy","Dave Chappelle returns for a stand-up to D.C. and riffs on politics, police, race relations, drugs, Sesame Street and more."
"178615","Front Cover","2016","Romance|Comedy|Drama","One man does all he can to veil his Asian heritage; the other takes great pains to hide his sexual orientation. Both of these things begin to change when Ryan is hired to prepare film star Ning for a fashion shoot, and the men develop a bond."
"178827","Paddington 2","2017","Adventure|Comedy|Family|Animation","Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen."
"179053","2048: Nowhere to Run","2017","Science Fiction|Thriller","“2048: Nowhere to Run” takes place one year before the events of Blade Runner 2049. The short film focuses on Sapper, a man who is trying to make it through life day-by-day without turning back to his old ways. We’re introduced to both the gentle nature of Sapper and the violence he’s capable of when set off."
"179073","Male Hunt","1964","Comedy","A few stories about a marriages and it's problems."
"179119","The Death of Stalin","2017","Comedy|History","When tyrannical dictator Josef Stalin dies in 1953, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. Among the contenders are the dweebish Georgy Malenkov, the wily Nikita Khrushchev and Lavrenti Beria, the sadistic secret police chief."
"179133","Loving Vincent","2017","Animation|Drama|Mystery","The film brings the paintings of Vincent van Gogh to life to tell his remarkable story. Every one of the 65,000 frames of the film is an oil-painting hand-painted by 125 professional oil-painters who travelled from all across the world to the Loving Vincent studios in Poland and Greece to be a part of the production. As remarkable as Vincent’s brilliant paintings are his passionate and ill-fated life and mysterious death."
"179211","Christina P: Mother Inferior","2017","Comedy","Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth."
"179401","Jumanji: Welcome to the Jungle","2017","Action|Adventure|Comedy|Fantasy","The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game."
"179427","Dane Cook: Troublemaker","2014","Comedy","Comedian Dane Cook knows how to stir it up with his patented brand of observational humor, skewering aspects of modern life, from our hidden Internet selves to gender taboos and everything in between, in this exclusive comedy event."
"179491","Mayhem","2017","Action|Comedy|Horror","A virus spreads through an office complex causing white collar workers to act out their worst impulses."
"179511","Emerald Green","2016","Drama|Fantasy|Romance|Adventure|Science Fiction","Emerald Green is the stunning conclusion to Kerstin Gier's Ruby Red Trilogy, picking up where Sapphire Blue left off, reaching new heights of intrigue and romance as Gwen finally uncovers the secrets of the time-traveling society and learns her fate."
"179709","Wonder Wheel","2017","Drama","The story of four characters whose lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny’s rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty’s long-estranged daughter, who is now hiding out from gangsters at her father’s apartment."
"179749","Creep 2","2017","Horror|Thriller","After finding an ad online for “video work,” Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she can’t escape."
"179813","LBJ","2017","Drama","The story of U.S. President Lyndon Baines Johnson from his young days in West Texas to the White House."
"179815","Roman J. Israel, Esq.","2017","Crime|Drama|Thriller","Hard-nosed liberal lawyer Roman J. Israel has been fighting the good fight forever while others take the credit. When his partner – the firm’s frontman – has a heart attack, Israel suddenly takes on that role. He soon discovers some unsettling truths about the firm – truths that conflict with his values of helping the poor and dispossessed – and finds himself in an existential crisis that leads to extreme actions."
"179817","Darkest Hour","2017","Drama|History","A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history."
"179819","Star Wars: The Last Jedi","2017","Fantasy|Adventure|Science Fiction|Action","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order."
"179953","A Bad Moms Christmas","2017","Comedy","Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers."
